t,Px,Py,Pz,yaw,vn,ve,vd,an,ae,ad
28.40000000,-22.433681,22.613928,-5.993217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.45000000,-22.516696,22.558175,-6.018217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.50000000,-22.599712,22.502422,-6.043217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.55000000,-22.682728,22.446669,-6.068217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.60000000,-22.765744,22.390916,-6.093217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.65000000,-22.848759,22.335163,-6.118217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.70000000,-22.931775,22.279411,-6.143217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.75000000,-23.014791,22.223658,-6.168217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.80000000,-23.097806,22.167905,-6.193217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.85000000,-23.180822,22.112152,-6.218217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.90000000,-23.263838,22.056399,-6.243217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
28.95000000,-23.346854,22.000646,-6.268217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.00000000,-23.429869,21.944893,-6.293217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.05000000,-23.512885,21.889140,-6.318217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.10000000,-23.595901,21.833387,-6.343217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.15000000,-23.678916,21.777634,-6.368217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.20000000,-23.761932,21.721881,-6.393217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.25000000,-23.844948,21.666129,-6.418217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.30000000,-23.927964,21.610376,-6.443217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.35000000,-24.010979,21.554623,-6.468217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.40000000,-24.093995,21.498870,-6.493217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.45000000,-24.177011,21.443117,-6.518217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.50000000,-24.260026,21.387364,-6.543217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.55000000,-24.343042,21.331611,-6.568217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.60000000,-24.426058,21.275858,-6.593217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.65000000,-24.509073,21.220105,-6.618217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.70000000,-24.592089,21.164352,-6.643217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.75000000,-24.675105,21.108599,-6.668217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.80000000,-24.758121,21.052847,-6.693217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.85000000,-24.841136,20.997094,-6.718217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.90000000,-24.924152,20.941341,-6.743217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
29.95000000,-25.007168,20.885588,-6.768217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.00000000,-25.090183,20.829835,-6.793217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.05000000,-25.173199,20.774082,-6.818217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.10000000,-25.256215,20.718329,-6.843217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.15000000,-25.339231,20.662576,-6.868217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.20000000,-25.422246,20.606823,-6.893217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.25000000,-25.505262,20.551070,-6.918217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.30000000,-25.588278,20.495317,-6.943217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.35000000,-25.671293,20.439565,-6.968217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.40000000,-25.754309,20.383812,-6.993217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.45000000,-25.837325,20.328059,-7.018217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.50000000,-25.920341,20.272306,-7.043217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.55000000,-26.003356,20.216553,-7.068217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.60000000,-26.086372,20.160800,-7.093217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.65000000,-26.169388,20.105047,-7.118217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.70000000,-26.252403,20.049294,-7.143217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.75000000,-26.335419,19.993541,-7.168217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.80000000,-26.418435,19.937788,-7.193217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.85000000,-26.501451,19.882035,-7.218217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.90000000,-26.584466,19.826283,-7.243217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
30.95000000,-26.667482,19.770530,-7.268217,-142.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
31.00000000,-26.750498,19.714777,-7.293217,-143.271737,-1.6603141958,-1.1150590887,-0.5000000000,0.0000000000,0.0000000000,0.0000000000
31.05000000,-26.746707,19.717323,-7.292075,-144.271737,-1.6521529504,-1.1095780353,-0.4975422587,0.4150785489,0.2787647722,0.1250000000
31.10000000,-26.607529,19.810794,-7.250162,-145.271737,-1.6313990229,-1.0956397967,-0.4912922587,0.4150785489,0.2787647722,0.1250000000
31.15000000,-26.466276,19.905659,-7.207624,-146.271737,-1.6106450955,-1.0817015581,-0.4850422587,0.4150785489,0.2787647722,0.1250000000
31.20000000,-26.322947,20.001917,-7.164461,-147.271737,-1.5898911680,-1.0677633194,-0.4787922587,0.4150785489,0.2787647722,0.1250000000
31.25000000,-26.177543,20.099570,-7.120673,-148.271737,-1.5691372406,-1.0538250808,-0.4725422587,0.4150785489,0.2787647722,0.1250000000
31.30000000,-26.030064,20.198616,-7.076259,-149.271737,-1.5483833131,-1.0398868422,-0.4662922587,0.4150785489,0.2787647722,0.1250000000
31.35000000,-25.880509,20.299056,-7.031221,-150.271737,-1.5276293857,-1.0259486036,-0.4600422587,0.4150785489,0.2787647722,0.1250000000
31.40000000,-25.728879,20.400890,-6.985558,-151.271737,-1.5068754582,-1.0120103650,-0.4537922587,0.4150785489,0.2787647722,0.1250000000
31.45000000,-25.575173,20.504118,-6.939270,-152.271737,-1.4861215308,-0.9980721264,-0.4475422587,0.4150785489,0.2787647722,0.1250000000
31.50000000,-25.419392,20.608740,-6.892357,-153.271737,-1.4653676033,-0.9841338878,-0.4412922587,0.4150785489,0.2787647722,0.1250000000
31.55000000,-25.261536,20.714755,-6.844819,-154.271737,-1.4446136759,-0.9701956492,-0.4350422587,0.4150785489,0.2787647722,0.1250000000
31.60000000,-25.101604,20.822165,-6.796656,-155.271737,-1.4238597484,-0.9562574106,-0.4287922587,0.4150785489,0.2787647722,0.1250000000
31.65000000,-24.939597,20.930968,-6.747868,-156.271737,-1.4031058210,-0.9423191720,-0.4225422587,0.4150785489,0.2787647722,0.1250000000
31.70000000,-24.775515,21.041165,-6.698455,-157.271737,-1.3823518935,-0.9283809334,-0.4162922587,0.4150785489,0.2787647722,0.1250000000
31.75000000,-24.609357,21.152756,-6.648417,-158.271737,-1.3615979661,-0.9144426947,-0.4100422587,0.4150785489,0.2787647722,0.1250000000
31.80000000,-24.441123,21.265740,-6.597754,-159.271737,-1.3408440387,-0.9005044561,-0.4037922587,0.4150785489,0.2787647722,0.1250000000
31.85000000,-24.270815,21.380119,-6.546465,-160.271737,-1.3200901112,-0.8865662175,-0.3975422587,0.4150785489,0.2787647722,0.1250000000
31.90000000,-24.098431,21.495891,-6.494552,-161.271737,-1.2993361838,-0.8726279789,-0.3912922587,0.4150785489,0.2787647722,0.1250000000
31.95000000,-23.923971,21.613057,-6.442014,-162.271737,-1.2785822563,-0.8586897403,-0.3850422587,0.4150785489,0.2787647722,0.1250000000
32.00000000,-23.747436,21.731617,-6.388851,-163.271737,-1.2578283289,-0.8447515017,-0.3787922587,0.4150785489,0.2787647722,0.1250000000
32.05000000,-23.568826,21.851570,-6.335063,-164.271737,-1.2370744014,-0.8308132631,-0.3725422587,0.4150785489,0.2787647722,0.1250000000
32.10000000,-23.388140,21.972918,-6.280650,-165.271737,-1.2163204740,-0.8168750245,-0.3662922587,0.4150785489,0.2787647722,0.1250000000
32.15000000,-23.205379,22.095659,-6.225612,-166.271737,-1.1955665465,-0.8029367859,-0.3600422587,0.4150785489,0.2787647722,0.1250000000
32.20000000,-23.020543,22.219794,-6.169949,-167.271737,-1.1748126191,-0.7889985473,-0.3537922587,0.4150785489,0.2787647722,0.1250000000
32.25000000,-22.833631,22.345323,-6.113661,-168.271737,-1.1540586916,-0.7750603087,-0.3475422587,0.4150785489,0.2787647722,0.1250000000
32.30000000,-22.644644,22.472246,-6.056748,-169.271737,-1.1333047642,-0.7611220700,-0.3412922587,0.4150785489,0.2787647722,0.1250000000
32.35000000,-22.453581,22.600563,-5.999209,-170.271737,-1.1125508367,-0.7471838314,-0.3350422587,0.4150785489,0.2787647722,0.1250000000
32.40000000,-22.260443,22.730273,-5.941046,-171.271737,-1.0917969093,-0.7332455928,-0.3287922587,0.4150785489,0.2787647722,0.1250000000
32.45000000,-22.065230,22.861378,-5.882258,-172.271737,-1.0710429818,-0.7193073542,-0.3225422587,0.4150785489,0.2787647722,0.1250000000
32.50000000,-21.867941,22.993876,-5.822845,-173.271737,-1.0502890544,-0.7053691156,-0.3162922587,0.4150785489,0.2787647722,0.1250000000
32.55000000,-21.668577,23.127768,-5.762807,-174.271737,-1.0295351270,-0.6914308770,-0.3100422587,0.4150785489,0.2787647722,0.1250000000
32.60000000,-21.467137,23.263053,-5.702144,-175.271737,-1.0087811995,-0.6774926384,-0.3037922587,0.4150785489,0.2787647722,0.1250000000
32.65000000,-21.263622,23.399733,-5.640856,-176.271737,-0.9880272721,-0.6635543998,-0.2975422587,0.4150785489,0.2787647722,0.1250000000
32.70000000,-21.058032,23.537806,-5.578943,-177.271737,-0.9672733446,-0.6496161612,-0.2912922587,0.4150785489,0.2787647722,0.1250000000
32.75000000,-20.850366,23.677274,-5.516405,-178.271737,-0.9465194172,-0.6356779226,-0.2850422587,0.4150785489,0.2787647722,0.1250000000
32.80000000,-20.640625,23.818135,-5.453242,-179.271737,-0.9257654897,-0.6217396840,-0.2787922587,0.4150785489,0.2787647722,0.1250000000
32.85000000,-20.428808,23.960390,-5.389454,-180.271737,-0.9050115623,-0.6078014453,-0.2725422587,0.4150785489,0.2787647722,0.1250000000
32.90000000,-20.214916,24.104038,-5.325040,-181.271737,-0.8842576348,-0.5938632067,-0.2662922587,0.4150785489,0.2787647722,0.1250000000
32.95000000,-19.998949,24.249081,-5.260002,-182.271737,-0.8635037074,-0.5799249681,-0.2600422587,0.4150785489,0.2787647722,0.1250000000
33.00000000,-19.780906,24.395517,-5.194339,-183.271737,-0.8427497799,-0.5659867295,-0.2537922587,0.4150785489,0.2787647722,0.1250000000
33.05000000,-19.560788,24.543347,-5.128051,-184.271737,-0.8219958525,-0.5520484909,-0.2475422587,0.4150785489,0.2787647722,0.1250000000
33.10000000,-19.338595,24.692571,-5.061138,-185.271737,-0.8012419250,-0.5381102523,-0.2412922587,0.4150785489,0.2787647722,0.1250000000
33.15000000,-19.114326,24.843189,-4.993600,-186.271737,-0.7804879976,-0.5241720137,-0.2350422587,0.4150785489,0.2787647722,0.1250000000
33.20000000,-18.887981,24.995201,-4.925437,-187.271737,-0.7597340701,-0.5102337751,-0.2287922587,0.4150785489,0.2787647722,0.1250000000
33.25000000,-18.659562,25.148606,-4.856649,-188.271737,-0.7389801427,-0.4962955365,-0.2225422587,0.4150785489,0.2787647722,0.1250000000
33.30000000,-18.429067,25.303405,-4.787236,-189.271737,-0.7182262152,-0.4823572979,-0.2162922587,0.4150785489,0.2787647722,0.1250000000
33.35000000,-18.196496,25.459599,-4.717198,-190.271737,-0.6974722878,-0.4684190593,-0.2100422587,0.4150785489,0.2787647722,0.1250000000
33.40000000,-17.961850,25.617185,-4.646535,-191.271737,-0.6767183604,-0.4544808206,-0.2037922587,0.4150785489,0.2787647722,0.1250000000
33.45000000,-17.725129,25.776166,-4.575246,-192.271737,-0.6559644329,-0.4405425820,-0.1975422587,0.4150785489,0.2787647722,0.1250000000
33.50000000,-17.486332,25.936541,-4.503333,-193.271737,-0.6352105055,-0.4266043434,-0.1912922587,0.4150785489,0.2787647722,0.1250000000
33.55000000,-17.245460,26.098309,-4.430795,-194.271737,-0.6144565780,-0.4126661048,-0.1850422587,0.4150785489,0.2787647722,0.1250000000
33.60000000,-17.002513,26.261471,-4.357632,-195.271737,-0.5937026506,-0.3987278662,-0.1787922587,0.4150785489,0.2787647722,0.1250000000
33.65000000,-16.757490,26.426027,-4.283844,-196.271737,-0.5729487231,-0.3847896276,-0.1725422587,0.4150785489,0.2787647722,0.1250000000
33.70000000,-16.510392,26.591977,-4.209431,-197.271737,-0.5521947957,-0.3708513890,-0.1662922587,0.4150785489,0.2787647722,0.1250000000
33.75000000,-16.261218,26.759321,-4.134393,-198.271737,-0.5314408682,-0.3569131504,-0.1600422587,0.4150785489,0.2787647722,0.1250000000
33.80000000,-16.009969,26.928058,-4.058730,-199.271737,-0.5106869408,-0.3429749118,-0.1537922587,0.4150785489,0.2787647722,0.1250000000
33.85000000,-15.756645,27.098190,-3.982442,-200.271737,-0.4899330133,-0.3290366732,-0.1475422587,0.4150785489,0.2787647722,0.1250000000
33.90000000,-15.501245,27.269715,-3.905529,-201.271737,-0.4691790859,-0.3150984346,-0.1412922587,0.4150785489,0.2787647722,0.1250000000
33.95000000,-15.243770,27.442634,-3.827990,-202.271737,-0.4484251584,-0.3011601959,-0.1350422587,0.4150785489,0.2787647722,0.1250000000
34.00000000,-14.984219,27.616947,-3.749827,-203.271737,-0.4276712310,-0.2872219573,-0.1287922587,0.4150785489,0.2787647722,0.1250000000
34.05000000,-14.722593,27.792653,-3.671039,-204.271737,-0.4069173035,-0.2732837187,-0.1225422587,0.4150785489,0.2787647722,0.1250000000
34.10000000,-14.458892,27.969754,-3.591626,-205.271737,-0.3861633761,-0.2593454801,-0.1162922587,0.4150785489,0.2787647722,0.1250000000
34.15000000,-14.193115,28.148248,-3.511588,-206.271737,-0.3654094486,-0.2454072415,-0.1100422587,0.4150785489,0.2787647722,0.1250000000
34.20000000,-13.925263,28.328136,-3.430925,-207.271737,-0.3446555212,-0.2314690029,-0.1037922587,0.4150785489,0.2787647722,0.1250000000
34.25000000,-13.655335,28.509418,-3.349637,-208.271737,-0.3239015938,-0.2175307643,-0.0975422587,0.4150785489,0.2787647722,0.1250000000
34.30000000,-13.383332,28.692094,-3.267724,-209.271737,-0.3031476663,-0.2035925257,-0.0912922587,0.4150785489,0.2787647722,0.1250000000
34.35000000,-13.109254,28.876163,-3.185186,-210.271737,-0.2823937389,-0.1896542871,-0.0850422587,0.4150785489,0.2787647722,0.1250000000
34.40000000,-12.833100,29.061627,-3.102023,-211.271737,-0.2616398114,-0.1757160485,-0.0787922587,0.4150785489,0.2787647722,0.1250000000
34.45000000,-12.554871,29.248484,-3.018235,-212.271737,-0.2408858840,-0.1617778099,-0.0725422587,0.4150785489,0.2787647722,0.1250000000
34.50000000,-12.274567,29.436735,-2.933821,-213.271737,-0.2201319565,-0.1478395712,-0.0662922587,0.4150785489,0.2787647722,0.1250000000
34.55000000,-11.992187,29.626380,-2.848783,-214.271737,-0.1993780291,-0.1339013326,-0.0600422587,0.4150785489,0.2787647722,0.1250000000
34.60000000,-11.707731,29.817418,-2.763120,-215.271737,-0.1786241016,-0.1199630940,-0.0537922587,0.4150785489,0.2787647722,0.1250000000
34.65000000,-11.421201,30.009851,-2.676832,-216.271737,-0.1578701742,-0.1060248554,-0.0475422587,0.4150785489,0.2787647722,0.1250000000
34.70000000,-11.132595,30.203677,-2.589919,-217.271737,-0.1371162467,-0.0920866168,-0.0412922587,0.4150785489,0.2787647722,0.1250000000
34.75000000,-10.841913,30.398897,-2.502381,-218.271737,-0.1163623193,-0.0781483782,-0.0350422587,0.4150785489,0.2787647722,0.1250000000
34.80000000,-10.549156,30.595511,-2.414218,-219.271737,-0.0956083918,-0.0642101396,-0.0287922587,0.4150785489,0.2787647722,0.1250000000
34.85000000,-10.254324,30.793519,-2.325430,-220.271737,-0.0748544644,-0.0502719010,-0.0225422587,0.4150785489,0.2787647722,0.1250000000
34.90000000,-9.957416,30.992921,-2.236017,-221.271737,-0.0541005369,-0.0363336624,-0.0162922587,0.4150785489,0.2787647722,0.1250000000
34.95000000,-9.658433,31.193716,-2.145979,-222.271737,-0.0333466095,-0.0223954238,-0.0100422587,0.4150785489,0.2787647722,0.1250000000
35.00000000,-9.357375,31.395905,-2.055316,-221.271737,-0.0125926820,-0.0084571852,-0.0037922587,0.4150785489,0.2787647722,0.1250000000
35.05000000,-26.800879,19.680755,-3.000048,-220.271737,-0.0005491188,-0.0098156172,-0.0024577413,-0.0279280202,-0.4992194164,-0.1250000000
35.10000000,-26.801004,19.678525,-3.000607,-219.271737,-0.0019455198,-0.0347765881,-0.0087077413,-0.0279280202,-0.4992194164,-0.1250000000
35.15000000,-26.801268,19.673800,-3.001790,-218.271737,-0.0033419208,-0.0597375589,-0.0149577413,-0.0279280202,-0.4992194164,-0.1250000000
35.20000000,-26.801672,19.666578,-3.003598,-217.271737,-0.0047383218,-0.0846985297,-0.0212077413,-0.0279280202,-0.4992194164,-0.1250000000
35.25000000,-26.802216,19.656860,-3.006031,-216.271737,-0.0061347228,-0.1096595005,-0.0274577413,-0.0279280202,-0.4992194164,-0.1250000000
35.30000000,-26.802899,19.644646,-3.009090,-215.271737,-0.0075311238,-0.1346204713,-0.0337077413,-0.0279280202,-0.4992194164,-0.1250000000
35.35000000,-26.803722,19.629936,-3.012773,-214.271737,-0.0089275249,-0.1595814422,-0.0399577413,-0.0279280202,-0.4992194164,-0.1250000000
35.40000000,-26.804685,19.612730,-3.017081,-213.271737,-0.0103239259,-0.1845424130,-0.0462077413,-0.0279280202,-0.4992194164,-0.1250000000
35.45000000,-26.805787,19.593028,-3.022015,-212.271737,-0.0117203269,-0.2095033838,-0.0524577413,-0.0279280202,-0.4992194164,-0.1250000000
35.50000000,-26.807029,19.570829,-3.027573,-211.271737,-0.0131167279,-0.2344643546,-0.0587077413,-0.0279280202,-0.4992194164,-0.1250000000
35.55000000,-26.808410,19.546135,-3.033756,-210.271737,-0.0145131289,-0.2594253254,-0.0649577413,-0.0279280202,-0.4992194164,-0.1250000000
35.60000000,-26.809931,19.518944,-3.040564,-209.271737,-0.0159095299,-0.2843862963,-0.0712077413,-0.0279280202,-0.4992194164,-0.1250000000
35.65000000,-26.811592,19.489258,-3.047998,-208.271737,-0.0173059309,-0.3093472671,-0.0774577413,-0.0279280202,-0.4992194164,-0.1250000000
35.70000000,-26.813393,19.457075,-3.056056,-207.271737,-0.0187023319,-0.3343082379,-0.0837077413,-0.0279280202,-0.4992194164,-0.1250000000
35.75000000,-26.815333,19.422396,-3.064739,-206.271737,-0.0200987329,-0.3592692087,-0.0899577413,-0.0279280202,-0.4992194164,-0.1250000000
35.80000000,-26.817412,19.385221,-3.074047,-205.271737,-0.0214951340,-0.3842301795,-0.0962077413,-0.0279280202,-0.4992194164,-0.1250000000
35.85000000,-26.819632,19.345550,-3.083981,-204.271737,-0.0228915350,-0.4091911503,-0.1024577413,-0.0279280202,-0.4992194164,-0.1250000000
35.90000000,-26.821991,19.303383,-3.094539,-203.271737,-0.0242879360,-0.4341521212,-0.1087077413,-0.0279280202,-0.4992194164,-0.1250000000
35.95000000,-26.824489,19.258720,-3.105722,-202.271737,-0.0256843370,-0.4591130920,-0.1149577413,-0.0279280202,-0.4992194164,-0.1250000000
36.00000000,-26.827128,19.211561,-3.117531,-201.271737,-0.0270807380,-0.4840740628,-0.1212077413,-0.0279280202,-0.4992194164,-0.1250000000
36.05000000,-26.829905,19.161906,-3.129964,-200.271737,-0.0284771390,-0.5090350336,-0.1274577413,-0.0279280202,-0.4992194164,-0.1250000000
36.10000000,-26.832823,19.109754,-3.143022,-199.271737,-0.0298735400,-0.5339960044,-0.1337077413,-0.0279280202,-0.4992194164,-0.1250000000
36.15000000,-26.835880,19.055107,-3.156705,-198.271737,-0.0312699410,-0.5589569753,-0.1399577413,-0.0279280202,-0.4992194164,-0.1250000000
36.20000000,-26.839077,18.997963,-3.171014,-197.271737,-0.0326663421,-0.5839179461,-0.1462077413,-0.0279280202,-0.4992194164,-0.1250000000
36.25000000,-26.842413,18.938323,-3.185947,-196.271737,-0.0340627431,-0.6088789169,-0.1524577413,-0.0279280202,-0.4992194164,-0.1250000000
36.30000000,-26.845890,18.876188,-3.201505,-195.271737,-0.0354591441,-0.6338398877,-0.1587077413,-0.0279280202,-0.4992194164,-0.1250000000
36.35000000,-26.849505,18.811556,-3.217688,-194.271737,-0.0368555451,-0.6588008585,-0.1649577413,-0.0279280202,-0.4992194164,-0.1250000000
36.40000000,-26.853261,18.744428,-3.234497,-193.271737,-0.0382519461,-0.6837618294,-0.1712077413,-0.0279280202,-0.4992194164,-0.1250000000
36.45000000,-26.857156,18.674804,-3.251930,-192.271737,-0.0396483471,-0.7087228002,-0.1774577413,-0.0279280202,-0.4992194164,-0.1250000000
36.50000000,-26.861190,18.602683,-3.269988,-191.271737,-0.0410447481,-0.7336837710,-0.1837077413,-0.0279280202,-0.4992194164,-0.1250000000
36.55000000,-26.865365,18.528067,-3.288672,-190.271737,-0.0424411491,-0.7586447418,-0.1899577413,-0.0279280202,-0.4992194164,-0.1250000000
36.60000000,-26.869679,18.450955,-3.307980,-189.271737,-0.0438375501,-0.7836057126,-0.1962077413,-0.0279280202,-0.4992194164,-0.1250000000
36.65000000,-26.874132,18.371346,-3.327913,-188.271737,-0.0452339512,-0.8085666834,-0.2024577413,-0.0279280202,-0.4992194164,-0.1250000000
36.70000000,-26.878725,18.289242,-3.348471,-187.271737,-0.0466303522,-0.8335276543,-0.2087077413,-0.0279280202,-0.4992194164,-0.1250000000
36.75000000,-26.883458,18.204641,-3.369655,-186.271737,-0.0480267532,-0.8584886251,-0.2149577413,-0.0279280202,-0.4992194164,-0.1250000000
36.80000000,-26.888331,18.117545,-3.391463,-185.271737,-0.0494231542,-0.8834495959,-0.2212077413,-0.0279280202,-0.4992194164,-0.1250000000
36.85000000,-26.893343,18.027952,-3.413896,-184.271737,-0.0508195552,-0.9084105667,-0.2274577413,-0.0279280202,-0.4992194164,-0.1250000000
36.90000000,-26.898495,17.935863,-3.436954,-183.271737,-0.0522159562,-0.9333715375,-0.2337077413,-0.0279280202,-0.4992194164,-0.1250000000
36.95000000,-26.903786,17.841278,-3.460638,-182.271737,-0.0536123572,-0.9583325084,-0.2399577413,-0.0279280202,-0.4992194164,-0.1250000000
37.00000000,-26.909217,17.744197,-3.484946,-181.271737,-0.0550087582,-0.9832934792,-0.2462077413,-0.0279280202,-0.4992194164,-0.1250000000
37.05000000,-26.914788,17.644620,-3.509879,-180.271737,-0.0564051593,-1.0082544500,-0.2524577413,-0.0279280202,-0.4992194164,-0.1250000000
37.10000000,-26.920498,17.542547,-3.535438,-179.271737,-0.0578015603,-1.0332154208,-0.2587077413,-0.0279280202,-0.4992194164,-0.1250000000
37.15000000,-26.926348,17.437977,-3.561621,-178.271737,-0.0591979613,-1.0581763916,-0.2649577413,-0.0279280202,-0.4992194164,-0.1250000000
37.20000000,-26.932338,17.330912,-3.588429,-177.271737,-0.0605943623,-1.0831373625,-0.2712077413,-0.0279280202,-0.4992194164,-0.1250000000
37.25000000,-26.938467,17.221350,-3.615862,-176.271737,-0.0619907633,-1.1080983333,-0.2774577413,-0.0279280202,-0.4992194164,-0.1250000000
37.30000000,-26.944736,17.109293,-3.643921,-175.271737,-0.0633871643,-1.1330593041,-0.2837077413,-0.0279280202,-0.4992194164,-0.1250000000
37.35000000,-26.951144,16.994739,-3.672604,-174.271737,-0.0647835653,-1.1580202749,-0.2899577413,-0.0279280202,-0.4992194164,-0.1250000000
37.40000000,-26.957693,16.877689,-3.701912,-173.271737,-0.0661799663,-1.1829812457,-0.2962077413,-0.0279280202,-0.4992194164,-0.1250000000
37.45000000,-26.964380,16.758143,-3.731845,-172.271737,-0.0675763673,-1.2079422165,-0.3024577413,-0.0279280202,-0.4992194164,-0.1250000000
37.50000000,-26.971208,16.636101,-3.762404,-171.271737,-0.0689727684,-1.2329031874,-0.3087077413,-0.0279280202,-0.4992194164,-0.1250000000
37.55000000,-26.978175,16.511563,-3.793587,-170.271737,-0.0703691694,-1.2578641582,-0.3149577413,-0.0279280202,-0.4992194164,-0.1250000000
37.60000000,-26.985282,16.384529,-3.825395,-169.271737,-0.0717655704,-1.2828251290,-0.3212077413,-0.0279280202,-0.4992194164,-0.1250000000
37.65000000,-26.992528,16.254999,-3.857829,-168.271737,-0.0731619714,-1.3077860998,-0.3274577413,-0.0279280202,-0.4992194164,-0.1250000000
